,SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE END TIME,SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
0,MLS Listing,2025,Multi-Family (2-4 Unit),239 WINDSOR St,Kearny,NJ,7032,540000.0,6.0,2.0,Kearny,,,,14.0,,,Active,,HCMLS,210017537,Y,Y,40.7661712,-74.1493998
1,MLS Listing,2025,Multi-Family (2-4 Unit),70 Tillinghast St,Newark City,NJ,07108-1422,545000.0,2.0,4.5,Newark City,19998.0,2613.0,2021.0,1.0,27.0,,Pre On-Market,,GSMLS,3732308,Y,Y,40.7185965,-74.2096675
2,MLS Listing,2025,Single Family Residential,132-15 133rd Ave,S. Ozone Park,NY,11420,679000.0,4.0,1.5,S. Ozone Park,1335.0,6000.0,1930.0,2.0,509.0,,Active,August-7-2021 02:00 PM,OneKey,3334795,Y,Y,40.6693447,-73.8059959
3,MLS Listing,2025,Single Family Residential,114-64 222nd St,Cambria Heights,NY,11411,599000.0,4.0,2.0,Cambria Heights,,3500.0,1950.0,4.0,,,Active,,OneKey,3334610,Y,Y,40.69991,-73.73595
4,MLS Listing,2025,Multi-Family (2-4 Unit),801 Logan St,E. New York,NY,11208,799000.0,5.0,3.0,E. New York,2500.0,1600.0,1910.0,1.0,320.0,,Active,,OneKey,3335614,Y,Y,40.6666522,-73.8726829
5,MLS Listing,2025,Multi-Family (2-4 Unit),39 W 29TH St,Bayonne,NJ,7002,459000.0,6.0,2.0,Bayonne,,,,1.0,,,Active,,HCMLS,210018605,Y,Y,40.6694808,-74.1158408
6,MLS Listing,2025,Multi-Family (2-4 Unit),145 WEGMAN Pkwy,JERSEY CITY,NJ,7735,499900.0,6.0,2.0,Jersey City (Greenville),,,,60.0,,,Active,,HCMLS,210013672,Y,Y,40.7048569,-74.083178
7,MLS Listing,2025,Multi-Family (2-4 Unit),15 Webster St,North Arlington,NJ,7031,499000.0,4.0,2.0,North Arlington,,5001.0,,34.0,,,Active,,NJMLS,21026560,Y,Y,40.7973279,-74.1211285
8,MLS Listing,2025,Single Family Residential,362 Bradley Ave,Staten Island,NY,10314,629900.0,4.0,3.0,Manor Heights,1816.0,2420.0,1988.0,1.0,347.0,,Active,,SIBORMLS,1148272,Y,Y,40.602094,-74.131649
9,MLS Listing,2025,Single Family Residential,1454 75TH St,North Bergen,NJ,7047,580000.0,6.0,2.0,North Bergen,,,,1.0,,,Active,,HCMLS,210018504,Y,Y,40.8031528,-74.0164937
10,MLS Listing,2025,Single Family Residential,1143 Sewall Ave,Asbury Park,NJ,7712,249999.0,4.0,1.0,Asbury Heights,1242.0,1306.0,1920.0,2.0,201.0,,Active,,MOMLS,22125419,Y,Y,40.2212473,-74.0189725
11,MLS Listing,2025,Multi-Family (2-4 Unit),14 Shaw Ave,Newark City,NJ,07112-1526,549900.0,6.0,5.0,Newark City,3500.0,6969.0,2021.0,2.0,157.0,,Active,,GSMLS,3731550,Y,Y,40.7136784,-74.2170575
12,MLS Listing,2025,Multi-Family (2-4 Unit),121 Myrtle Ave,Jersey City,NJ,07305-3509,399000.0,5.0,2.0,Jersey City,,2613.0,,1.0,,,Active,,GSMLS,3731866,Y,Y,40.707597,-74.08004
13,MLS Listing,2025,Multi-Family (2-4 Unit),65 Seymour Ave,Newark City,NJ,07108-1516,385000.0,7.0,3.0,Newark City,29997.0,3049.0,1902.0,1.0,13.0,,Active,,GSMLS,3731827,Y,Y,40.7232192,-74.2019511
14,MLS Listing,2025,Single Family Residential,18 SUBURBIA Ct,JERSEY CITY,NJ,7305,525000.0,3.0,2.0,Jersey City (West Bergen),,,,1.0,,,Active,August-7-2021 04:00 PM,HCMLS,210018462,Y,Y,40.7017318,-74.1008945
15,MLS Listing,2025,Single Family Residential,701 Warren St,Harrison,NJ,7029,399900.0,4.0,2.0,Harrison,,2500.0,,1.0,,,Active,,NJMLS,21031561,Y,Y,40.7452202,-74.1497897
16,MLS Listing,2025,Multi-Family (2-4 Unit),1302 85TH St,North Bergen,NJ,7047,542500.0,5.0,3.0,North Bergen,,,,1.0,,,Active,August-8-2021 03:00 PM,HCMLS,210018460,Y,Y,40.8085236,-74.0103767
17,MLS Listing,2025,Multi-Family (2-4 Unit),12-14 HARMON St,JERSEY CITY,NJ,7306,620000.0,5.0,3.0,Jersey City (Bergen-Lafayette),,,,5.0,,,Active,,HCMLS,210018246,Y,Y,40.7148402,-74.0677348
18,MLS Listing,2025,Single Family Residential,4 STEGMAN Ter,JERSEY CITY,NJ,7305,380000.0,3.0,2.0,Jersey City (Downtown),,,,1.0,,,Active,,HCMLS,210018422,Y,Y,40.7084586,-74.0917976
19,MLS Listing,2025,Single Family Residential,415 Lafayette St,Newark,NJ,7105,335000.0,3.0,2.5,Newark,,1011.0,,2.0,,,Active,August-7-2021 03:00 PM,NJMLS,21031409,Y,Y,40.7260709,-74.1542709
20,MLS Listing,2025,Single Family Residential,823 E 228th St,BRONX,NY,10466,505000.0,4.0,1.5,BRONX,1320.0,2631.0,1910.0,63.0,383.0,,Active,,OneKey,H6121022,Y,Y,40.888909,-73.855506
21,MLS Listing,2025,Multi-Family (2-4 Unit),166 N 12th St,Newark,NJ,7107,578000.0,9.0,3.0,Newark,,3001.0,,26.0,,,Active,,NJMLS,21027989,Y,Y,40.7621346,-74.1918617
22,MLS Listing,2025,Multi-Family (2-4 Unit),77 Linden St,Yonkers,NY,10701,499990.0,5.0,2.0,Old 7th Ward,2322.0,3624.0,1910.0,2.0,215.0,,Active,,OneKey,H6134145,Y,Y,40.9332816,-73.8921883
23,MLS Listing,2025,Multi-Family (2-4 Unit),718 10TH St,Union City,NJ,7087,699000.0,5.0,3.0,Union City,,,,2.0,,,Active,,HCMLS,210018357,Y,Y,40.7598237,-74.0418579
24,MLS Listing,2025,Multi-Family (2-4 Unit),806 CENTRAL Ave,Union City,NJ,7087,459000.0,3.0,3.0,Union City,,,,2.0,,,Active,,HCMLS,210018337,Y,Y,40.7584209,-74.0414811
25,MLS Listing,2025,Multi-Family (2-4 Unit),12 POLLOCK Ave,JERSEY CITY,NJ,7305,625000.0,8.0,3.0,Jersey City (West Bergen),,,,2.0,,,Active,,HCMLS,210018338,Y,Y,40.7141456,-74.0896179
27,MLS Listing,2025,Single Family Residential,197 DICKERSON St,Newark City,NJ,07107-2838,369900.0,4.0,2.5,Newark City,,,,3.0,,,Active,,GSMLS,3731441,Y,Y,40.749921,-74.192637
28,MLS Listing,2025,Multi-Family (2-4 Unit),419 74TH St,North Bergen,NJ,07047-000,655000.0,7.0,2.5,North Bergen,,,,3.0,,,Active,August-7-2021 03:00 PM,HCMLS,210018303,Y,Y,40.797908,-74.0081273
29,MLS Listing,2025,Single Family Residential,358 BERGEN Ave,JERSEY CITY,NJ,7304,375000.0,5.0,2.5,Jersey City (West Bergen),,,,3.0,,,Active,,HCMLS,210018311,Y,Y,40.7141693,-74.0803307
31,For-Sale-by-Owner Listing,2025,Multi-Family (2-4 Unit),588 66th St,West New York,NJ,7093,699999.0,5.0,2.0,West New York,,,,4.0,,,Active,,FSBO.com,525861,Y,Y,40.794877,-74.0157248
33,MLS Listing,2025,Single Family Residential,907 73RD St,North Bergen,NJ,7047,649900.0,5.0,3.5,North Bergen,,,,5.0,,,Active,,HCMLS,210018198,Y,Y,40.799273,-74.013052
34,MLS Listing,2025,Multi-Family (2-4 Unit),206-208 Brookside Ave,Irvington,NJ,7111,359900.0,4.0,3.0,Irvington,,2313.0,,5.0,,,Active,,NJMLS,21031070,Y,Y,40.7330177,-74.2217888
36,MLS Listing,2025,Multi-Family (2-4 Unit),167 WILKINSON Ave,JERSEY CITY,NJ,7305,499000.0,5.0,3.0,Jersey City (Greenville),,,,72.0,,,Active,,HCMLS,210012549,Y,Y,40.7071952,-74.0820808
37,MLS Listing,2025,Multi-Family (2-4 Unit),1022 E 81 St,Brooklyn,NY,11236,679900.0,6.0,3.5,Brooklyn,,2000.0,,8.0,,,Active,,BNYMLS,454239,Y,Y,40.633764,-73.910392
38,MLS Listing,2025,Single Family Residential,1720 E 54th St,Brooklyn,NY,11234,649000.0,4.0,2.25,Brooklyn,1296.0,1800.0,,47.0,501.0,,Active,,BNYMLS,452144,Y,Y,40.6155665,-73.9228804
39,MLS Listing,2025,Multi-Family (2-4 Unit),58-60 78 Ave,Glendale,NY,11385,550000.0,5.0,2.0,Glendale,2500.0,2500.0,1925.0,8.0,220.0,,Active,,OneKey,3333269,Y,Y,40.695765,-73.89655
40,MLS Listing,2025,Multi-Family (2-4 Unit),1105 Winthrop St,Brownsville,NY,11212,400000.0,5.0,3.0,Brownsville,,3450.0,1920.0,124.0,,,Active,,OneKey,3299966,Y,Y,40.6621211,-73.923341
41,MLS Listing,2025,Townhouse,115-15 202 St,Queens,NY,11412,575000.0,4.0,2.5,St. Albans,,4000.0,1945.0,26.0,,,Active,,REBNY,RLMX-015980031013,Y,Y,40.6980168,-73.7515421
42,MLS Listing,2025,Single Family Residential,215-05 104th Ave,Queens Village,NY,11429,499000.0,4.0,2.0,Queens Village,1280.0,1280.0,1930.0,35.0,390.0,,Active,,OneKey,3325939,Y,Y,40.712232,-73.743483
43,MLS Listing,2025,Single Family Residential,66 Sussex Rd,Elmont,NY,11003,415000.0,4.0,2.0,Elmont,,4000.0,1941.0,55.0,,,Active,,OneKey,3320441,Y,Y,40.7064687,-73.7213752
44,MLS Listing,2025,Multi-Family (2-4 Unit),158 Mapes Ave,Newark,NJ,7112,475000.0,7.0,3.0,Newark,,3498.0,,5.0,,,Active,,NJMLS,21031098,Y,Y,40.7103196,-74.2097471
45,MLS Listing,2025,Multi-Family (2-4 Unit),44 Wainwright St,Newark,NJ,7112,599000.0,7.0,4.5,Newark,,2500.0,,138.0,,,Active,,NJMLS,21009978,Y,Y,40.718451,-74.216666
46,MLS Listing,2025,Multi-Family (2-4 Unit),113 S 7Th St #3,Newark City,NJ,07107-2047,486000.0,7.0,3.0,Newark City,2510.0,3049.0,1899.0,7.0,194.0,,Active,,GSMLS,3730723,Y,Y,40.7452241,-74.1954848
47,MLS Listing,2025,Single Family Residential,34 Stone St,Newark,NJ,7104,429900.0,4.0,2.5,Newark,,3006.0,,8.0,,,Active,,NJMLS,21030556,Y,Y,40.7524845,-74.1748001
48,MLS Listing,2025,Multi-Family (2-4 Unit),284 RANDOLPH Ave,JERSEY CITY,NJ,7304,599000.0,6.0,3.0,Jersey City (Bergen-Lafayette),,,,7.0,,,Active,,HCMLS,210017979,Y,Y,40.71278,-74.0692453
49,MLS Listing,2025,Single Family Residential,99 Hudson St,Newark,NJ,7103,329000.0,8.0,2.0,Newark,,1755.0,,43.0,,,Active,,NJMLS,21025236,Y,Y,40.746475,-74.1849019
50,MLS Listing,2025,Multi-Family (2-4 Unit),781 S 13th St,Newark,NJ,7108,415000.0,6.0,3.0,Newark,,2500.0,,8.0,,,Active,,NJMLS,21030532,Y,Y,40.7267186,-74.2090134
51,MLS Listing,2025,Multi-Family (2-4 Unit),112 CLAREMONT Ave,JERSEY CITY,NJ,7305,530000.0,9.0,3.0,Jersey City (Greenville),,,,9.0,,,Active,August-7-2021 02:00 PM,HCMLS,210017868,Y,Y,40.7088018,-74.0782889
52,MLS Listing,2025,Multi-Family (2-4 Unit),339 7th Ave,Newark,NJ,7107,400000.0,7.0,4.0,Newark,,2252.0,,9.0,,,Active,,NJMLS,21030444,Y,Y,40.7542516,-74.1876882
53,MLS Listing,2025,Single Family Residential,11 1/2 Highland Ave,Kearny Town,NJ,07032-1922,275000.0,3.0,1.0,Kearny Town,,727016.0,1885.0,9.0,,,Active,,GSMLS,3730092,Y,Y,40.7535914,-74.1588552
54,MLS Listing,2025,Multi-Family (2-4 Unit),,Newark City,NJ,07107-2228,400000.0,7.0,4.0,,,2178.0,1910.0,9.0,,,Active,,GSMLS,3730089,Y,Y,40.7663804,-74.1856472
55,MLS Listing,2025,Multi-Family (2-4 Unit),9010 KENNEDY Blvd,North Bergen,NJ,7047,620000.0,7.0,4.0,North Bergen,,,,9.0,,,Active,,HCMLS,210017810,Y,Y,40.810201,-74.005435
56,MLS Listing,2025,Single Family Residential,2703 Bainbridge Ave,BRONX,NY,10458,529000.0,6.0,2.0,BRONX,,2092.0,1915.0,188.0,,,Active,,OneKey,3284212,Y,Y,40.8658835,-73.8913155
57,PAST SALE,May-20-2015,Single Family Residential,72 Gibson Pl,Yonkers,NY,10705,423500.0,4.0,3.0,Yonkers,1600.0,5719.0,1931.0,2268.0,265.0,,Sold,,HGMLS,4443425,Y,Y,40.9118125,-73.8875948
58,MLS Listing,2025,Multi-Family (2-4 Unit),293 Hunterdon St,Newark,NJ,7103,450000.0,6.0,3.0,Newark,,3572.0,,9.0,,,Active,,NJMLS,21030397,Y,Y,40.7346194,-74.1941858
59,MLS Listing,2025,Multi-Family (2-4 Unit),402 Morse Ave,Ridgefield,NJ,7657,549000.0,5.0,2.0,Ridgefield,,3999.0,,9.0,,,Active,,NJMLS,21030326,Y,Y,40.8286543,-74.0070829
60,MLS Listing,2025,Multi-Family (2-4 Unit),908 TONNELLE Ave,North Bergen,NJ,7047,499000.0,5.0,3.0,North Bergen,,,,13.0,,,Active,,HCMLS,210017546,Y,Y,40.762452,-74.049159
61,MLS Listing,2025,Multi-Family (2-4 Unit),720 7TH St,Union City,NJ,7087,599999.0,6.0,3.0,Union City,,,,15.0,,,Active,,HCMLS,210017365,Y,Y,40.758156,-74.0429772
62,MLS Listing,2025,Multi-Family (2-4 Unit),35-53 Kent St,Newark City,NJ,07108-1627,475000.0,6.0,4.5,Newark City,,3049.0,2007.0,14.0,,,Active,,GSMLS,3728995,Y,Y,40.730067,-74.2029325
63,MLS Listing,2025,Multi-Family (2-4 Unit),13 WOODLAWN Ave,JERSEY CITY,NJ,7305,490000.0,7.0,2.0,Jersey City (Greenville),,,,14.0,,,Active,,HCMLS,210017443,Y,Y,40.6995187,-74.0818972
66,PAST SALE,April-7-2021,Multi-Family (2-4 Unit),362-364 S 7th St,Newark,NJ,7103,400000.0,6.0,3.0,Newark,,3450.0,,119.0,,,Sold,,NJMLS,21000487,Y,Y,40.736073,-74.199037
67,MLS Listing,2025,Multi-Family (2-4 Unit),236 Day Ave,Cliffside Park,NJ,7010,595000.0,4.0,3.0,Cliffside Park,,3999.0,,26.0,,,Active,,NJMLS,21028055,Y,Y,40.8118091,-73.9945957
68,MLS Listing,2025,Single Family Residential,744 Greeley Ave,Fairview,NJ,7022,459900.0,4.0,2.5,Fairview,,5458.0,,280.0,,,Active,,NJMLS,20045669,Y,Y,40.8240026,-74.0074922
69,MLS Listing,2025,Single Family Residential,498 Martling Pl,Ridgefield,NJ,7657,470000.0,4.0,2.5,Ridgefield,,3376.0,,16.0,,,Active,,NJMLS,21029262,Y,Y,40.825309,-73.9979012
70,MLS Listing,2025,Multi-Family (2-4 Unit),567 Studio Rd,Ridgefield,NJ,7657,499000.0,5.0,3.0,Ridgefield,,4761.0,,264.0,,,Active,,NJMLS,20048058,Y,Y,40.8288206,-73.9965698
71,MLS Listing,2025,Multi-Family (2-4 Unit),226 7th St,Palisades Park,NJ,7650,589000.0,4.0,3.0,Palisades Park,,2500.0,,203.0,,,Active,August-8-2021 02:00 PM,NJMLS,21001399,Y,Y,40.8426101,-73.9924379
72,MLS Listing,2025,Multi-Family (2-4 Unit),20 Edwin Pl,Newark City,NJ,07112-1522,349000.0,9.0,3.0,Newark City,19998.0,3049.0,1970.0,40.0,17.0,,Active,,GSMLS,3723200,Y,Y,40.7153221,-74.2158805
73,MLS Listing,2025,Multi-Family (2-4 Unit),304-306 Renner Ave,Newark,NJ,7112,499900.0,10.0,3.0,Newark,,5898.0,,11.0,,,Active,,NJMLS,21030231,Y,Y,40.7138095,-74.21204
74,MLS Listing,2025,Single Family Residential,124 ORIENT Ave,JERSEY CITY,NJ,7305,400000.0,5.0,3.0,Jersey City (Greenville),,,,13.0,,,Active,,HCMLS,210017568,Y,Y,40.7118174,-74.0812748
75,MLS Listing,2025,Multi-Family (2-4 Unit),48 BERGEN Ave,JERSEY CITY,NJ,7305,450000.0,4.0,2.5,Jersey City (Greenville),,,,70.0,,,Active,,HCMLS,210012758,Y,Y,40.7049259,-74.088184
76,MLS Listing,2025,Multi-Family (2-4 Unit),25 Hopkins Ave,Jersey City,NJ,7306,499900.0,4.0,3.0,Jersey City,,1800.0,,44.0,,,Active,,NJMLS,21025008,Y,Y,40.7345792,-74.0518947
77,MLS Listing,2025,Multi-Family (2-4 Unit),127 62ND St,West New York,NJ,7093,575000.0,5.0,4.0,West New York,,,,15.0,,,Active,,HCMLS,210017374,Y,Y,40.7881561,-74.0084062
78,MLS Listing,2025,Single Family Residential,530 42ND St,Union City,NJ,7087,399000.0,5.0,3.0,Union City,,,,36.0,,,Active,,HCMLS,210015702,Y,Y,40.7782152,-74.0262368
79,MLS Listing,2025,Multi-Family (2-4 Unit),625 38th St,Union City,NJ,7087,589900.0,5.0,2.0,Union City,,2500.0,,18.0,,,Active,,NJMLS,21029122,Y,Y,40.7767891,-74.0305401
80,MLS Listing,2025,Single Family Residential,116.5 CLINTON Ave,JERSEY CITY,NJ,7304,579998.0,5.0,1.5,Jersey City (Bergen-Lafayette),,,,12.0,,,Active,,HCMLS,210017710,Y,Y,40.7177726,-74.0764445
81,MLS Listing,2025,Single Family Residential,1215 89TH St,North Bergen,NJ,7047,549900.0,3.0,1.5,North Bergen,,,,43.0,,,Active,,HCMLS,210015105,Y,Y,40.8106263,-74.0082765
82,PAST SALE,May-2-2018,Multi-Family (2-4 Unit),102-27 184th St,Jamaica,NY,11423,660000.0,6.0,3.0,Jamaica,,2000.0,1935.0,334.0,,,Pending,,OneKey,3249490,Y,Y,40.706515,-73.772964
83,MLS Listing,2025,Single Family Residential,257 S 6th St,Newark,NJ,7103,240000.0,3.0,1.5,Newark,,1973.0,,13.0,,,Active,,NJMLS,21029877,Y,Y,40.7390234,-74.1975485
84,MLS Listing,2025,Multi-Family (2-4 Unit),117 Rutherford Pl,Kearny,NJ,7032,500000.0,6.0,2.0,Kearny,,4818.0,,22.0,,,Active,,NJMLS,21028476,Y,Y,40.7798605,-74.1371399
85,MLS Listing,2025,Multi-Family (2-4 Unit),18 WINFIELD Ave,JERSEY CITY,NJ,7305,575000.0,6.0,2.0,Jersey City (Greenville),,,,15.0,,,Active,,HCMLS,210017352,Y,Y,40.6904295,-74.091442
86,PAST SALE,2025,Townhouse,153 Ada Dr,Staten Island,NY,10314,659999.0,5.0,4.0,Graniteville,2220.0,3225.0,1980.0,16.0,297.0,,Pending,,SIBORMLS,1147862,Y,Y,40.6208519,-74.1592163
87,MLS Listing,2025,Multi-Family (2-4 Unit),240 BOYD Ave,JERSEY CITY,NJ,7304,599000.0,6.0,3.0,Jersey City (West Bergen),,,,16.0,,,Active,,HCMLS,210017275,Y,Y,40.7198927,-74.089182
88,MLS Listing,2025,Multi-Family (2-4 Unit),30 Spruce St,Newark City,NJ,07102-1010,409000.0,4.0,2.0,Newark City,1998.0,1306.0,1915.0,83.0,205.0,,Active,,GSMLS,3712145,Y,Y,40.727127,-74.180763
89,MLS Listing,2025,Multi-Family (2-4 Unit),222 71ST St,Guttenberg,NJ,7093,599999.0,5.0,2.0,Guttenberg,,,,22.0,,,Active,,HCMLS,210016797,Y,Y,40.7948499,-74.0058084
90,MLS Listing,2025,Multi-Family (2-4 Unit),420 TOURNADE Pl,Union City,NJ,7087,410000.0,6.0,3.0,Union City,,,,61.0,,,Active,,HCMLS,210013592,Y,Y,40.7597576,-74.0371121
91,MLS Listing,2025,Single Family Residential,664 Elm Ave,Ridgefield,NJ,7657,459000.0,4.0,2.0,Ridgefield,,7000.0,,91.0,,,Active,,NJMLS,21017086,Y,Y,40.8363822,-73.9968912
92,MLS Listing,2025,Multi-Family (2-4 Unit),6202 JEFFERSON St,West New York,NJ,7093,470000.0,4.0,3.0,West New York,,,,20.0,,,Active,,HCMLS,210016961,Y,Y,40.7931668,-74.0184212
93,MLS Listing,2025,Multi-Family (2-4 Unit),312 NEPTUNE Ave,JERSEY CITY,NJ,7305,518000.0,5.0,3.0,Jersey City (West Bergen),,,,41.0,,,Active,,HCMLS,210015270,Y,Y,40.6988058,-74.1002177
94,MLS Listing,2025,Multi-Family (2-4 Unit),111 GATES Ave,JERSEY CITY,NJ,7305,470000.0,6.0,2.0,Jersey City (Greenville),,,,37.0,,,Active,,HCMLS,210015562,Y,Y,40.6911778,-74.0968222
95,MLS Listing,2025,Multi-Family (2-4 Unit),47 Winfield Ave,Jersey City,NJ,7305,499999.0,5.0,2.0,Jersey City,,2490.0,,64.0,,,Active,,NJMLS,21021569,Y,Y,40.6910243,-74.0925777
96,MLS Listing,2025,Multi-Family (2-4 Unit),99 ATLANTIC St,JERSEY CITY,NJ,7304,599000.0,5.0,4.0,Jersey City (Bergen-Lafayette),,,,128.0,,,Active,August-8-2021 04:00 PM,HCMLS,210007307,Y,Y,40.7156485,-74.0776351
98,MLS Listing,2025,Multi-Family (2-4 Unit),110-20 Union Hall St,Jamaica,NY,11433,499000.0,5.0,2.0,Jamaica,,3060.0,1920.0,23.0,,,Active,,OneKey,3329196,Y,Y,40.692318,-73.7897629
99,MLS Listing,2025,Multi-Family (2-4 Unit),630 S 12th St,Newark,NJ,7103,215000.0,4.0,2.0,Newark,,2113.0,,83.0,,,Active,,NJMLS,21018403,Y,Y,40.7317112,-74.2057574
101,MLS Listing,2025,Multi-Family (2-4 Unit),44 Marne St,Newark City,NJ,7105,569000.0,6.0,3.0,Ironbound,,2613.0,1910.0,19.0,,,Active,,GSMLS,3727861,Y,Y,40.7251326,-74.1502599
102,MLS Listing,2025,Single Family Residential,3604 CHARLES Ct,North Bergen,NJ,7047,435000.0,4.0,2.0,North Bergen,1549.0,,,35.0,281.0,,Active,,HCMLS,210015750,Y,Y,40.7780018,-74.0362053
104,MLS Listing,2025,Multi-Family (2-4 Unit),95 Milford Ave,Newark City,NJ,07108-2815,480000.0,6.0,5.0,Newark City,3264.0,4791.0,2005.0,20.0,147.0,,Active,,GSMLS,3727673,Y,Y,40.7193926,-74.1908986
105,MLS Listing,2025,Condo/Co-op,762 Cauldwell Ave #17,BRONX,NY,10456,126000.0,3.0,1.0,762 Cauldwell Ave. Housi,946.0,,1906.0,55.0,133.0,846.0,Active,,OneKey,H6122967,Y,Y,40.8194025,-73.9082176
106,MLS Listing,2025,Multi-Family (2-4 Unit),17 N Terrace Ave,Mount Vernon,NY,10550,475000.0,4.0,2.0,Mount Vernon,2451.0,2452.0,1901.0,20.0,194.0,,Active,,OneKey,H6128858,Y,Y,40.912805,-73.847129
