,SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE END TIME,SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
523,PAST SALE,April-17-2000,Condo/Co-op,437 Palisade Ave Unit 5F,Yonkers,NY,10703,275000.0,2.0,1.5,437 Palisade Ave Condomi,1100.0,,1973.0,110.0,250.0,509.0,Pending,,OneKey,H6106390,Y,Y,40.9494293,-73.8908103
525,MLS Listing,2025,Condo/Co-op,2323 Loring Pl N #8,BRONX,NY,10468,212000.0,2.0,1.0,2323 Loring Pl N Housing,960.0,,1912.0,96.0,221.0,,Active,,OneKey,3308372,Y,Y,40.8624599,-73.9081959
526,PAST SALE,March-22-2021,Townhouse,5110 Reno St,Philadelphia,PA,19139,75000.0,2.0,1.0,MILL CREEK,896.0,640.0,1920.0,135.0,84.0,,Sold,,BRIGHT MLS,PAPH965986,Y,Y,39.9663388,-75.2228084
527,PAST SALE,March-2-2021,Townhouse,532 E Indiana Ave,Philadelphia,PA,19134,86500.0,3.0,1.0,KENSINGTON,1120.0,832.0,1920.0,155.0,77.0,,Sold,,BRIGHT MLS,PAPH931348,Y,Y,39.9941389,-75.120722
528,MLS Listing,2025,Condo/Co-op,5612 Hudson Ave Unit 1A,West New York,NJ,7093,198995.0,3.0,1.0,West New York,674.0,,,154.0,295.0,,Contingent,,NJMLS,21007372,Y,Y,40.7846846,-74.0142917
529,PAST SALE,March-8-2021,Condo/Co-op,6414 PARK Ave #11,West New York,NJ,7093,190000.0,2.0,1.0,West New York,,,,149.0,,312.0,Sold,,HCMLS,202021859,Y,Y,40.7892649,-74.0055317
530,MLS Listing,2025,Single Family Residential,364 Bergen St,Newark City,NJ,07103-2202,219000.0,3.0,1.5,Newark City,,2613.0,2005.0,53.0,,,Active,,GSMLS,3719784,Y,Y,40.7322749,-74.1954962
531,PAST SALE,January-28-2021,Townhouse,3056 N Swanson St,Philadelphia,PA,19134,50000.0,4.0,1.0,HARROWGATE,980.0,637.0,1920.0,188.0,51.0,,Sold,,BRIGHT MLS,PAPH974060,Y,Y,39.9964476,-75.1283937
532,PAST SALE,February-4-2021,Townhouse,3237 Memphis St,Philadelphia,PA,19134,124900.0,2.0,1.0,PORT RICHMOND,741.0,969.0,1910.0,181.0,169.0,,Sold,,BRIGHT MLS,PAPH973628,Y,Y,39.9894119,-75.1055919
533,PAST SALE,February-5-2021,Townhouse,3118 N 8th St,Philadelphia,PA,19133,65500.0,3.0,2.0,PHILA (NORTH),1088.0,822.0,1925.0,180.0,60.0,,Sold,,BRIGHT MLS,PAPH973890,Y,Y,39.9992498,-75.1438323
534,MLS Listing,2025,Townhouse,2159 N Philip St,Philadelphia,PA,19122,160000.0,3.0,2.0,FISHTOWN,888.0,585.0,1920.0,335.0,180.0,,Active,,BRIGHT MLS,PAPH932094,Y,Y,39.9834979,-75.1370297
536,MLS Listing,2025,Townhouse,5838 Pemberton St,Philadelphia,PA,19143,264995.0,3.0,2.0,COBBS CREEK,1062.0,938.0,1925.0,42.0,250.0,,Active,,BRIGHT MLS,PAPH2003508,Y,Y,39.951399,-75.240077
537,PAST SALE,February-25-2021,Townhouse,3348 N Lee St,Philadelphia,PA,19134,50000.0,3.0,1.0,Philadelphia,1065.0,907.0,1935.0,160.0,47.0,,Sold,,BRIGHT MLS,PAPH972748,Y,Y,40.001232,-75.1282341
538,PAST SALE,May-14-2021,Townhouse,624 E Lippincott St,Philadelphia,PA,19134,67000.0,3.0,1.0,KENSINGTON,1064.0,713.0,1920.0,82.0,63.0,,Sold,,BRIGHT MLS,PAPH967018,Y,Y,39.996218,-75.118817
539,PAST SALE,July-19-2021,Townhouse,4826 Hawthorne St,Philadelphia,PA,19124,85000.0,2.0,1.0,FRANKFORD,944.0,2590.0,1925.0,16.0,90.0,,Sold,,BRIGHT MLS,PAPH1027748,Y,Y,40.01672,-75.0788615
540,PAST SALE,2025,Townhouse,3306 Kip St,Philadelphia,PA,19134,65000.0,3.0,1.0,,1061.0,862.0,1935.0,,61.0,,,,,,Y,Y,40.0000648,-75.1259079
541,PAST SALE,February-12-2021,Townhouse,3574 Jasper St,Philadelphia,PA,19134,79700.0,3.0,1.5,HARROWGATE,1089.0,853.0,1920.0,173.0,73.0,,Sold,,BRIGHT MLS,PAPH940582,Y,Y,39.9999696,-75.1033707
542,PAST SALE,January-22-2021,Townhouse,4208 N Fairhill St,Philadelphia,PA,19140,80000.0,3.0,1.0,Philadelphia,1050.0,874.0,1940.0,194.0,76.0,,Sold,,BRIGHT MLS,PAPH968216,Y,Y,40.0155464,-75.1366263
543,PAST SALE,2025,Townhouse,3054 Coral St,Philadelphia,PA,19134,71000.0,2.0,1.0,PORT RICHMOND,800.0,714.0,1910.0,630.0,89.0,,Pending,,BRIGHT MLS,PAPH849888,Y,Y,39.9910329,-75.1131434
544,PAST SALE,March-17-2004,Townhouse,2914 Rutledge St,Philadelphia,PA,19134,8000.0,2.0,1.0,KENSINGTON,,546.0,1934.0,6349.0,,,Sold,,BRIGHT MLS,PAPH181522,Y,Y,39.9935948,-75.1245438
545,PAST SALE,2025,Townhouse,2647 N Reese St,Philadelphia,PA,19133,,3.0,1.0,,990.0,826.0,1920.0,,,,,,,,Y,Y,39.9914627,-75.1408101
546,PAST SALE,2025,Townhouse,3067 Potter St,Philadelphia,PA,19134,60500.0,3.0,1.0,,840.0,630.0,1920.0,,72.0,,,,,,Y,Y,39.994796,-75.117242
547,PAST SALE,May-13-2021,Townhouse,3131 Weymouth St,Philadelphia,PA,19134,39900.0,3.0,1.0,KENSINGTON,1120.0,684.0,1920.0,83.0,36.0,,Sold,,BRIGHT MLS,PAPH949332,Y,Y,39.9959926,-75.1169678
548,PAST SALE,July-29-2021,Townhouse,740 E Willard St,Philadelphia,PA,19134,90000.0,3.0,1.0,KENSINGTON,1110.0,750.0,1920.0,6.0,81.0,,Sold,,BRIGHT MLS,PAPH1019668,Y,Y,39.9979299,-75.115964
549,PAST SALE,February-9-2021,Townhouse,1861 E Wishart St,Philadelphia,PA,19134,53250.0,2.0,1.0,KENSINGTON,980.0,735.0,1920.0,176.0,54.0,,Sold,,BRIGHT MLS,PAPH965936,Y,Y,39.9950464,-75.1128852
550,PAST SALE,January-6-2021,Townhouse,113 E Lippincott St,Philadelphia,PA,19134,53000.0,3.0,1.5,KENSINGTON,1120.0,686.0,1920.0,210.0,47.0,,Sold,,BRIGHT MLS,PAPH967104,Y,Y,39.9976941,-75.1289739
551,PAST SALE,2025,Townhouse,229 E Westmoreland St,Philadelphia,PA,19134,,3.0,1.0,,1209.0,1085.0,1935.0,,,,,,,,Y,Y,39.999916,-75.1260549
552,PAST SALE,March-12-2021,Townhouse,4013 N 8th St,Philadelphia,PA,19140,70000.0,4.0,2.0,HUNTING PARK,1260.0,1110.0,1920.0,145.0,56.0,,Sold,,BRIGHT MLS,PAPH942834,Y,Y,40.0129572,-75.1404735
553,PAST SALE,2025,Townhouse,3662 N Marvine St,Philadelphia,PA,19140,,4.0,1.0,,1534.0,1533.0,1925.0,,,,,,,,Y,Y,40.0084609,-75.146963
554,PAST SALE,March-22-2021,Townhouse,5141 Reno St,Philadelphia,PA,19139,75000.0,2.0,1.0,MILL CREEK,896.0,630.0,1920.0,135.0,84.0,,Sold,,BRIGHT MLS,PAPH965328,Y,Y,39.966464,-75.223585
556,PAST SALE,December-31-2020,Townhouse,729 E Thayer St,Philadelphia,PA,19134,65000.0,3.0,1.0,Philadelphia,1302.0,1018.0,1920.0,216.0,50.0,,Sold,,BRIGHT MLS,PAPH923936,Y,Y,39.9996604,-75.1159007
559,MLS Listing,2025,Townhouse,1521 Carswell St,Baltimore,MD,21218,170000.0,4.0,2.5,Ward 9,,,1920.0,20.0,,,Active,August-7-2021 03:00 PM,BRIGHT MLS,MDBA553078,Y,Y,39.3229363,-76.5963054
560,PAST SALE,April-14-2021,Townhouse,1900 Homewood Ave,Baltimore,MD,21218,73000.0,6.0,3.0,Ward 9,,,1920.0,112.0,,,Sold,,BRIGHT MLS,MDBA520720,Y,Y,39.3120016,-76.6073896
561,PAST SALE,January-14-2021,Multi-Family (2-4 Unit),354 Bergen St,Newark,NJ,7103,380000.0,6.0,3.0,Newark,,2500.0,,202.0,,,Sold,,NJMLS,20045620,Y,Y,40.7326243,-74.1954389
563,PAST SALE,June-4-2021,Townhouse,3738 N 8th St,Philadelphia,PA,19140,45000.0,3.0,1.0,Philadelphia,1120.0,736.0,1935.0,61.0,40.0,,Sold,,BRIGHT MLS,PAPH942554,Y,Y,40.0091009,-75.1417002
565,MLS Listing,2025,Townhouse,445 W Indiana Ave,Philadelphia,PA,19133,99900.0,4.0,2.0,KENSINGTON,1196.0,756.0,1920.0,44.0,84.0,,Active,,BRIGHT MLS,PAPH2000820,Y,Y,39.9967406,-75.1389637
566,PAST SALE,February-25-2021,Multi-Family (2-4 Unit),345 FULTON Ave,JERSEY CITY,NJ,7305,510000.0,7.0,3.0,Jersey City (West Bergen),,,,160.0,,,Sold,,HCMLS,202024445,Y,Y,40.7081741,-74.0925892
569,PAST SALE,May-14-2021,Multi-Family (2-4 Unit),184 CARTERET Ave,JERSEY CITY,NJ,7305,445000.0,7.0,3.5,Jersey City (Greenville),,,,82.0,,,Sold,,HCMLS,210001215,Y,Y,40.7098005,-74.075966
570,MLS Listing,2025,Single Family Residential,,Brooklyn,NY,11207,275995.0,3.0,1.5,Brooklyn,,1800.0,1990.0,581.0,,,Active,,OneKey,3188454,Y,Y,40.670777,-73.892997
572,PAST SALE,2025,Townhouse,1937 N Darien St,Philadelphia,PA,19122,165500.0,3.0,1.0,,900.0,555.0,1920.0,,184.0,,,,,,Y,Y,39.9813293,-75.1479596
573,PAST SALE,December-30-2020,Multi-Family (2-4 Unit),240 GRANT Ave,JERSEY CITY,NJ,7305,535000.0,7.0,3.0,Jersey City (West Bergen),,,,217.0,,,Sold,,HCMLS,202023975,Y,Y,40.712895,-74.086521
574,MLS Listing,2025,Multi-Family (2-4 Unit),113 S 7th St,Newark,NJ,7107,486000.0,7.0,3.0,Newark,,3001.0,,7.0,,,Active,,NJMLS,21030707,Y,Y,40.7452241,-74.1954848
575,PAST SALE,May-19-2021,Townhouse,3046 N 9th St,Philadelphia,PA,19133,60000.0,4.0,1.0,Philadelphia,1305.0,994.0,1925.0,77.0,46.0,,Sold,,BRIGHT MLS,PAPH943962,Y,Y,39.9984858,-75.1450409
577,PAST SALE,December-28-2020,Multi-Family (2-4 Unit),548 61ST St,West New York,NJ,7093,450000.0,6.0,2.0,West New York,,,,219.0,,,Sold,,HCMLS,202023656,Y,Y,40.7907407,-74.0170904
579,PAST SALE,2025,Townhouse,41 N Ithan St,Philadelphia,PA,19139,50000.0,3.0,1.0,,1152.0,960.0,1925.0,,43.0,,,,,,Y,Y,39.9620436,-75.2331957
581,PAST SALE,April-9-2021,Multi-Family (2-4 Unit),154 BIDWELL Ave,JERSEY CITY,NJ,07305-3325,400000.0,6.0,2.0,Jersey City (Greenville),,,,117.0,,,Sold,,HCMLS,202023292,Y,Y,40.705914,-74.082261
582,PAST SALE,February-24-2021,Townhouse,2003 Westwood Ave,Baltimore,MD,21217,23560.0,3.0,1.0,Ward 15,,1400.0,1915.0,161.0,,,Sold,,BRIGHT MLS,MDBA527752,Y,Y,39.3085429,-76.6503522
583,PAST SALE,February-12-2021,Single Family Residential,51 BOYD Ave,JERSEY CITY,NJ,7304,358000.0,3.0,2.0,Jersey City (West Bergen),,,,173.0,,,Sold,,HCMLS,202019821,Y,Y,40.716132,-74.082512
585,PAST SALE,March-19-2021,Multi-Family (2-4 Unit),226 BARTHOLDI Ave,JERSEY CITY,NJ,7305,450000.0,5.0,2.0,Jersey City (West Bergen),,,,138.0,,,Sold,,HCMLS,202016692,Y,Y,40.6998814,-74.099211
586,PAST SALE,January-19-2021,Townhouse,932 S Paxon St,Philadelphia,PA,19143,85000.0,3.0,1.0,KINGSESSING,1920.0,1080.0,1925.0,197.0,44.0,,Sold,,BRIGHT MLS,PAPH884236,Y,Y,39.94461,-75.222935
587,PAST SALE,2025,Townhouse,5452 Spring St,Philadelphia,PA,19139,27750.0,2.0,1.0,,748.0,690.0,1920.0,,37.0,,,,,,Y,Y,39.9640379,-75.2295036
588,PAST SALE,2025,Townhouse,2217 W Firth St,Philadelphia,PA,19132,51870.0,3.0,1.0,,890.0,754.0,1925.0,,58.0,,,,,,Y,Y,39.9932542,-75.1686859
591,PAST SALE,December-31-2020,Multi-Family (2-4 Unit),420 JOHN St,East Newark,NJ,7029,415000.0,6.0,2.0,East Newark,,,,216.0,,,Sold,,HCMLS,202022377,Y,Y,40.7511551,-74.1604319
593,PAST SALE,October-16-2020,Townhouse,2040 Moore St,Philadelphia,PA,19145,175000.0,3.0,1.0,POINT BREEZE,1048.0,910.0,1920.0,292.0,167.0,,Sold,,BRIGHT MLS,PAPH854222,Y,Y,39.9292771,-75.1796066
594,PAST SALE,November-27-2020,Townhouse,3624 Earp St,Philadelphia,PA,19146,130000.0,2.0,1.0,GRAYS FERRY,948.0,737.0,1923.0,250.0,137.0,,Sold,,BRIGHT MLS,PAPH928080,Y,Y,39.93814,-75.20273
595,PAST SALE,March-26-2021,Townhouse,2414 S Reese St,Philadelphia,PA,19148,161150.0,3.0,1.0,Philadelphia,1180.0,742.0,1920.0,131.0,137.0,,Sold,,BRIGHT MLS,PAPH927826,Y,Y,39.9184623,-75.1566016
596,PAST SALE,January-6-2021,Single Family Residential,141 S 8TH St,Newark City,NJ,07107-1401,200000.0,5.0,1.5,Newark City,,2613.0,,210.0,,,Sold,,GSMLS,3664686,Y,Y,40.7454684,-74.196402
597,PAST SALE,December-28-2020,Multi-Family (2-4 Unit),825 S 14th St,Newark,NJ,7108,400000.0,10.0,4.0,Newark,,2374.0,,219.0,,,Sold,,NJMLS,20041335,Y,Y,40.7258226,-74.2103433
599,PAST SALE,April-7-2021,Multi-Family (2-4 Unit),61 WARNER Ave,JERSEY CITY,NJ,7305,394000.0,5.0,2.0,Jersey City (Greenville),,,,119.0,,,Sold,,HCMLS,202021679,Y,Y,40.6996789,-74.0887915
601,PAST SALE,December-30-2020,Townhouse,1541 W Seltzer St,Philadelphia,PA,19132,55000.0,3.0,1.0,STANTON,970.0,672.0,1939.0,217.0,57.0,,Sold,,BRIGHT MLS,PAPH902276,Y,Y,39.9952185,-75.157126
602,PAST SALE,July-28-2021,Townhouse,2509 N Marshall St,Philadelphia,PA,19133,120000.0,3.0,1.0,OLD KENSINGTON,1092.0,1139.0,1925.0,7.0,110.0,,Sold,,BRIGHT MLS,PAPH931698,Y,Y,39.9897326,-75.1433534
603,PAST SALE,May-3-2021,Single Family Residential,30 TAYLOR ST Newark NJ,Newark City,NJ,07104-2618,251000.0,5.0,3.0,Newark City,,,1917.0,93.0,,,Sold,,GSMLS,3677750,Y,Y,40.7584062,-74.171039
605,PAST SALE,2025,Single Family Residential,5042 Larchwood Ave,Philadelphia,PA,19143,,4.0,1.0,,1972.0,2145.0,1925.0,,,,,,,,Y,Y,39.9514937,-75.224216
606,PAST SALE,2025,Townhouse,3059 Martha St,Philadelphia,PA,19134,13000.0,3.0,1.0,,988.0,1018.0,1910.0,,13.0,,,,,,Y,Y,39.989701,-75.1121912
610,PAST SALE,February-8-2021,Multi-Family (2-4 Unit),51 WALES Ave,JERSEY CITY,NJ,7306,530000.0,5.0,3.0,Jersey City (Journal Square),,,,177.0,,,Sold,,HCMLS,202019648,Y,Y,40.7351506,-74.073855
611,PAST SALE,April-28-2021,Multi-Family (2-4 Unit),29 Victoria Ave,Newark,NJ,7104,320000.0,5.0,3.0,Newark,,1882.0,,98.0,,,Sold,,NJMLS,20036259,Y,Y,40.753431,-74.175909
613,PAST SALE,February-23-2021,Townhouse,5132 Locust St,Philadelphia,PA,19139,275000.0,4.0,2.5,WEST PHILADELPHIA,1650.0,1496.0,1925.0,162.0,167.0,,Sold,,BRIGHT MLS,PAPH915028,Y,Y,39.955521,-75.2249909
614,PAST SALE,2025,Condo/Co-op,1553 S 28th St,Philadelphia,PA,19146,120000.0,4.0,2.0,,1783.0,,1925.0,,67.0,,,,,,Y,Y,39.9335025,-75.1910964
615,MLS Listing,2025,Townhouse,5405 Westminster Ave,Philadelphia,PA,19131,149700.0,3.0,2.0,HADDINGTON,1140.0,1680.0,1925.0,576.0,131.0,,Active,,BRIGHT MLS,PAPH858990,Y,Y,39.9679485,-75.228478
617,PAST SALE,June-3-2021,Townhouse,1030 S Ithan St,Philadelphia,PA,19143,95000.0,3.0,1.0,COBBS CREEK,992.0,896.0,1925.0,62.0,96.0,,Sold,,BRIGHT MLS,PAPH982698,Y,Y,39.9447071,-75.2350166
618,PAST SALE,February-15-2021,Townhouse,5929 Larchwood Ave,Philadelphia,PA,19143,125000.0,4.0,1.0,COBBS CREEK,1358.0,1232.0,1925.0,170.0,92.0,,Sold,,BRIGHT MLS,PAPH889960,Y,Y,39.954038,-75.241327
620,PAST SALE,March-23-2021,Townhouse,5729 Delancey St,Philadelphia,PA,19143,225000.0,3.0,2.5,WEST PHILADELPHIA,1688.0,953.0,1925.0,134.0,133.0,,Sold,,BRIGHT MLS,PAPH972298,Y,Y,39.955538,-75.236989
621,PAST SALE,June-22-2021,Multi-Family (2-4 Unit),314 Dixwell Ave,New Haven,CT,6511,250000.0,6.0,3.0,Newhallville,2401.0,3920.0,1900.0,43.0,104.0,,Sold,,Smart MLS,170330686,Y,Y,41.3217393,-72.9349222
622,PAST SALE,2025,Townhouse,521 S 57th St,Philadelphia,PA,19143,,3.0,1.0,,1202.0,1072.0,1925.0,,,,,,,,Y,Y,39.9525603,-75.2364432
623,MLS Listing,2025,Townhouse,5454 Warrington Ave,Philadelphia,PA,19143,115000.0,3.0,1.0,KINGSESSING,1074.0,1098.0,1925.0,386.0,107.0,,Contingent,,BRIGHT MLS,PAPH889958,Y,Y,39.9408584,-75.2265408
624,PAST SALE,July-26-2021,Townhouse,1027 S 52nd St,Philadelphia,PA,19143,179900.0,3.0,1.0,WEST PHILADELPHIA,1300.0,1440.0,1925.0,9.0,138.0,,Sold,,BRIGHT MLS,PAPH2003528,Y,Y,39.9445502,-75.2232132
625,MLS Listing,2025,Multi-Family (2-4 Unit),412 Cleveland Ave,Harrison,NJ,7029,449000.0,4.0,3.0,Harrison,,2500.0,,201.0,,,Contingent,,NJMLS,21001755,Y,Y,40.7475217,-74.1557301
626,PAST SALE,January-22-2021,Multi-Family (2-4 Unit),706 AVENUE E,Bayonne,NJ,7002,469000.0,6.0,2.0,Bayonne,,,,194.0,,,Sold,,HCMLS,202020641,Y,Y,40.6781278,-74.1025578
627,PAST SALE,June-18-2021,Townhouse,1519-21 N Conestoga St,Philadelphia,PA,19131,70000.0,4.0,1.0,CARROLL PARK,2154.0,2065.0,1925.0,47.0,32.0,,Sold,,BRIGHT MLS,PAPH1016492,Y,Y,39.9761306,-75.2305748
629,PAST SALE,April-23-2021,Townhouse,1108 S Alder St,Philadelphia,PA,19147,305000.0,2.0,1.0,PASSYUNK SQUARE,,538.0,1920.0,103.0,,,Sold,,BRIGHT MLS,PAPH910162,Y,Y,39.936545,-75.1607
631,MLS Listing,2025,Townhouse,5303 Walnut St,Philadelphia,PA,19139,214000.0,4.0,2.0,WEST PHILADELPHIA,1600.0,1187.0,1925.0,346.0,134.0,,Active,,BRIGHT MLS,PAPH927604,Y,Y,39.9573872,-75.2276461
635,MLS Listing,2025,Multi-Family (2-4 Unit),11 W 15TH St,Bayonne,NJ,7002,425000.0,5.0,2.0,Bayonne,,,,63.0,,,Active,,HCMLS,210013268,Y,Y,40.6585799,-74.1235716
637,PAST SALE,December-31-2020,Multi-Family (2-4 Unit),6300 JACKSON St,West New York,NJ,7093,700000.0,5.0,4.5,West New York,,,,216.0,,,Sold,,HCMLS,202020618,Y,Y,40.7930607,-74.0165855
638,PAST SALE,June-29-2021,Multi-Family (2-4 Unit),482 S 16th St,Newark,NJ,7103,335000.0,9.0,3.0,Newark,,2500.0,,36.0,,,Sold,,NJMLS,20033661,Y,Y,40.7392636,-74.2067205
640,PAST SALE,January-28-2021,Single Family Residential,2808 CENTRAL Ave,Union City,NJ,7087,355000.0,3.0,1.5,Union City,850.0,,,188.0,418.0,,Sold,,HCMLS,202017461,Y,Y,40.7710354,-74.0321095
643,PAST SALE,December-29-2020,Multi-Family (2-4 Unit),69-71 S 12th St,Newark,NJ,7107,575000.0,7.0,4.5,Newark,,3759.0,,218.0,,,Sold,,NJMLS,20032655,Y,Y,40.75215,-74.197185
644,MLS Listing,2025,Single Family Residential,146 Union St,Jersey City,NJ,7304,365000.0,4.0,2.0,Jersey City,,1498.0,,687.0,,,Contingent,,NJMLS,1943268,Y,Y,40.7145044,-74.0761604
645,PAST SALE,2025,Single Family Residential,112-11 204th St,Jamaica,NY,11412,220000.0,3.0,2.5,Jamaica,,1782.0,1935.0,386.0,,,Pending,,OneKey,3232742,Y,Y,40.7033186,-73.7519538
646,PAST SALE,June-11-2021,Townhouse,2237 Madison Ave,Baltimore,MD,21217,208000.0,3.0,2.0,Ward 13,2412.0,1742.0,1907.0,54.0,86.0,,Sold,,BRIGHT MLS,MDBA547462,Y,Y,39.3112185,-76.6362059
648,PAST SALE,March-24-2021,Single Family Residential,3303 Bloomingdale Rd,Baltimore,MD,21216,183000.0,10.0,6.0,Ward 15,5340.0,15042.0,1920.0,133.0,34.0,,Sold,,BRIGHT MLS,MDBA516798,Y,Y,39.3105843,-76.6728881
649,PAST SALE,2025,Townhouse,250 S Cecil St,Philadelphia,PA,19139,,3.0,1.0,,1170.0,900.0,1925.0,,,,,,,,Y,Y,39.957009,-75.237226
652,PAST SALE,2025,Condo/Co-op,1224 N 28th St,Philadelphia,PA,19121,,4.0,2.0,,1872.0,,1915.0,,,,,,,,Y,Y,39.9751576,-75.1818864
653,PAST SALE,May-12-2021,Single Family Residential,1327 S 31st St,Philadelphia,PA,19146,350000.0,3.0,2.5,GRAYS FERRY,1970.0,714.0,2020.0,84.0,178.0,,Sold,,BRIGHT MLS,PAPH987636,Y,Y,39.9370603,-75.1951463
655,MLS Listing,2025,Single Family Residential,1617 81st St,North Bergen,NJ,7047,300000.0,5.0,2.0,North Bergen,,2500.0,,125.0,,,Contingent,,NJMLS,21011640,Y,Y,40.8068471,-74.0156215
656,PAST SALE,April-2-2021,Multi-Family (2-4 Unit),1375 E 99th St,Brooklyn,NY,11236,825000.0,6.0,4.0,Brooklyn,2162.0,1980.0,2002.0,377.0,382.0,,Pending,,OneKey,3236000,Y,Y,40.6368619,-73.8900753
657,PAST SALE,March-25-2021,Single Family Residential,422 W 16th St,San Bernardino,CA,92405,295000.0,5.0,2.5,274 - San Bernardino,2340.0,7500.0,1964.0,132.0,126.0,,Sold,,CRMLS,SB20121053,Y,Y,34.1290262,-117.2924565
662,PAST SALE,September-1-2020,Multi-Family (2-4 Unit),205 THORNE St,JERSEY CITY,NJ,7307,475000.0,4.0,3.0,Jersey City (Heights),,,,337.0,,,Sold,,HCMLS,202015131,Y,Y,40.7521462,-74.0571167
664,PAST SALE,2025,Condo/Co-op,607 Bergenline Ave #2,Union City,NJ,7087,200000.0,2.0,,,752.0,,2005.0,,266.0,,,,,,Y,Y,40.7563577,-74.0400671
665,PAST SALE,May-25-2021,Condo/Co-op,150 Featherbed Ln Unit 2G,BRONX,NY,10452,244000.0,2.0,2.0,Washington Bridge View,950.0,,2009.0,71.0,257.0,864.0,Sold,,OneKey,3234420,Y,Y,40.8461353,-73.9207992
667,PAST SALE,January-15-2021,Townhouse,1387 E 2 St,Brooklyn,NY,11230,,3.0,2.0,,,,,,,,Sold,,REBNY,RPLU-63220037145,Y,Y,40.615904,-73.9729637
668,PAST SALE,December-28-2020,Single Family Residential,1556 E 36th St,Brooklyn,NY,11234,738000.0,3.0,2.5,Brooklyn,,2100.0,1935.0,219.0,,,Sold,,OneKey,3232019,Y,Y,40.6167306,-73.9395068
669,PAST SALE,April-22-2021,Multi-Family (2-4 Unit),2067 E 34 St,Brooklyn,NY,11234,,2.0,2.25,Brooklyn,1800.0,1800.0,1935.0,104.0,,,Sold,,BNYMLS,440451,Y,Y,40.60768,-73.931144
